rating,user,date,comment,likes,label UMUX,label,mudah digunakan (P1),memenuhi kebutuhan (P3),label_umux,clean_text,predicted_umux_label,predicted_umux_dimension,vader_neg,vader_neu,vader_pos,vader_compound,sentiment_category,umux_lite_score_1_7,umux_score_category,is_umux_relevant
5.0,Queen Sahsyakira,2026-03-05 03:13:49,sangat membantu dan mudah,0.0,Relevan dengan P3 (memenuhi kebutuhan),2,0,1,1,sangat bantu mudah,3,Usefulness + Ease of Use,0.0,0.0,1.0,0.6808,positive,6.04,high,True
5.0,Rizky D. kusuma,2026-03-05 03:13:34,Good,0.0,Tidak relevan dengan pertanyaan manapun,0,0,0,0,good,0,Tidak relevan dengan UMUX-Lite,0.861,0.139,0.0,-0.7351,negative,1.79,low,False
5.0,Dwi Pratiknyo,2026-03-05 03:09:15,mudah diakses,0.0,Relevan dengan P1 (mudah digunakan),1,1,0,2,mudah akses,2,Ease of Use,0.0,0.0,1.0,0.7783,positive,6.33,high,True
5.0,Anas Lia,2026-03-05 03:07:48,enggak membuat saya ribet..😃😃😃🙏🙏🙏,0.0,Relevan dengan P3 (memenuhi kebutuhan),2,0,1,1,tidak buat ribet,1,Usefulness,0.245,0.464,0.291,-0.0772,negative,3.77,moderate,True
5.0,Hardi ansyah13,2026-03-05 03:06:16,mantap dan terbaik,0.0,Tidak relevan dengan pertanyaan manapun,0,0,0,0,mantap baik,0,Tidak relevan dengan UMUX-Lite,0.0,0.368,0.632,0.8225,positive,6.47,high,False
2.0,Setya Erwin,2026-03-05 03:03:18,Mau login aja susah banget. Tolong perbaiki lagi sistemnya. Aplikasi pemerintah loh ini.,0.0,Relevan dengan P1 (mudah digunakan),1,1,0,2,mau login aja susah banget baik sistem aplikasi perintah loh,0,Tidak relevan dengan UMUX-Lite,0.0,0.0,1.0,0.4588,positive,5.38,high,False
5.0,Erna Suhernah,2026-03-05 02:58:55,sangat mudah di gunakan senang sekali bisa cek jmoku,0.0,Relevan dengan P1 (mudah digunakan),1,1,0,2,sangat mudah guna senang sekali bisa cek jmoku,2,Ease of Use,0.0,0.0,1.0,0.5859,positive,5.76,high,True
5.0,RIVAL ARIWIRAWAN,2026-03-05 02:55:35,baik,0.0,Tidak relevan dengan pertanyaan manapun,0,0,0,0,baik,0,Tidak relevan dengan UMUX-Lite,0.152,0.138,0.71,0.8442,positive,6.53,high,False
5.0,William,2026-03-05 02:54:20,mantap,0.0,Tidak relevan dengan pertanyaan manapun,0,0,0,0,mantap,0,Tidak relevan dengan UMUX-Lite,0.172,0.547,0.281,0.1027,positive,4.31,moderate,False
5.0,Hendrik saja,2026-03-05 02:50:15,kemudahan dan kecepatan layanan tidak diragukan lagi.. terimakasih.,0.0,Relevan dengan P1 dan P3,3,1,1,3,mudah cepat layan tidak ragu terimakasih,3,Usefulness + Ease of Use,0.0,0.0,1.0,0.5267,positive,5.58,high,True
5.0,Muhsin Alatas,2026-03-05 02:47:41,saya tidak bisa mendaftar bagai mana cara nya mendaftar kan nya,0.0,Relevan dengan P1 (mudah digunakan),1,1,0,2,tidak bisa daftar bagai mana cara nya daftar kan nya,2,Ease of Use,0.0,0.217,0.783,0.5574,positive,5.67,high,True
5.0,Ahmad Nasih,2026-03-05 02:41:49,bagus,0.0,Tidak relevan dengan pertanyaan manapun,0,0,0,0,bagus,0,Tidak relevan dengan UMUX-Lite,0.2,0.545,0.255,-0.1027,negative,3.69,moderate,False
5.0,Acil Banjar,2026-03-05 02:37:00,😍😍😍🥰🥰🥰sangat membantu,0.0,Relevan dengan P1 (mudah digunakan),1,1,0,2,sangat bantu,1,Usefulness,0.0,0.424,0.576,0.6213,positive,5.86,high,True
1.0,Andri Anugrah,2026-03-05 02:36:02,"gak bisa login,, pas udah masukkan email sama pasword,,",0.0,Relevan dengan P1 (mudah digunakan),1,1,0,2,tidak bisa login pas udah masuk email sama pasword,2,Ease of Use,0.286,0.519,0.195,-0.1779,negative,3.47,moderate,True
5.0,Budi Permana,2026-03-05 02:35:47,So Far So Good...👍,0.0,Tidak relevan dengan pertanyaan manapun,0,0,0,0,so far so good,0,Tidak relevan dengan UMUX-Lite,0.0,0.0,1.0,0.5859,positive,5.76,high,False
3.0,Aldi Fabeleo Bahtiar,2026-03-05 02:35:45,di update kok malah tidak dapat menginstal. kenapa iya,0.0,Relevan dengan P1 (mudah digunakan),1,1,0,2,update kok malah tidak menginstal iya,2,Ease of Use,0.0,0.517,0.483,0.2023,positive,4.61,moderate,True
5.0,Andri maulana akbar,2026-03-05 02:35:36,mantap,0.0,Tidak relevan dengan pertanyaan manapun,0,0,0,0,mantap,0,Tidak relevan dengan UMUX-Lite,0.136,0.37,0.494,0.7003,positive,6.1,high,False
1.0,ASJA Channel,2026-03-05 02:33:23,kerjaan kalian update aplikasi doang?,0.0,Tidak relevan dengan pertanyaan manapun,0,0,0,0,kerja kalian update aplikasi doang,0,Tidak relevan dengan UMUX-Lite,0.0,0.217,0.783,0.5574,positive,5.67,high,False
1.0,Diah Novia,2026-03-05 02:29:17,"HP saya Xiaomi Mi8, sudah tidak bisa buka app nya.. tolong dibantu perbaikannya 🥲🙏🏽",0.0,Relevan dengan P1 (mudah digunakan),1,1,0,2,hp xiaomi mi tidak bisa buka aplikasi nya bantu baik,0,Tidak relevan dengan UMUX-Lite,0.312,0.312,0.375,-0.0516,negative,3.85,moderate,False
5.0,Nando Jaflo,2026-03-05 02:26:11,sangat membantu,0.0,Relevan dengan P3 (memenuhi kebutuhan),2,0,1,1,sangat bantu,1,Usefulness,0.0,0.25,0.75,0.4588,positive,5.38,high,True
4.0,Maf'ul Rohmadi,2026-03-05 02:23:56,"bagus apk nya,tapi masih ada eror jaringan saat penginputan data",0.0,Relevan dengan P1 (mudah digunakan),1,1,0,2,bagus aplikasi nya error jaring penginputan data,2,Ease of Use,0.0,0.222,0.778,0.5423,positive,5.63,high,True
5.0,Endi Irama,2026-03-05 02:17:16,pelayan baik,0.0,Tidak relevan dengan pertanyaan manapun,0,0,0,0,layan baik,1,Usefulness,0.0,1.0,0.0,0.0,neutral,4.0,moderate,True
5.0,Surya Agung,2026-03-05 02:16:23,sangat bermanfaat,0.0,Relevan dengan P3 (memenuhi kebutuhan),2,0,1,1,sangat manfaat,1,Usefulness,0.478,0.217,0.304,-0.2023,negative,3.39,moderate,True
5.0,Debora Rossamaria,2026-03-05 02:12:24,luar biasa,0.0,Tidak relevan dengan pertanyaan manapun,0,0,0,0,luar biasa,0,Tidak relevan dengan UMUX-Lite,0.0,0.217,0.783,0.5574,positive,5.67,high,False
5.0,Nas Rullah,2026-03-05 02:02:46,gak bisa buka,0.0,Relevan dengan P1 (mudah digunakan),1,1,0,2,tidak bisa buka,2,Ease of Use,0.0,0.444,0.556,0.3612,positive,5.08,high,True
5.0,GottliebRichard Panggabean,2026-03-05 01:59:54,sangat membantu,0.0,Relevan dengan P3 (memenuhi kebutuhan),2,0,1,1,sangat bantu,1,Usefulness,0.0,0.541,0.459,0.7783,positive,6.33,high,True
5.0,Julio 89,2026-03-05 01:56:55,trims kk winda 😊,0.0,Tidak relevan dengan pertanyaan manapun,0,0,0,0,trims kk winda,0,Tidak relevan dengan UMUX-Lite,0.0,0.0,1.0,0.5267,positive,5.58,high,False
5.0,Zaenal Abidin,2026-03-05 01:46:47,"mantap sekali, dan ramah semua orang orang nya plus baik hati.",0.0,Tidak relevan dengan pertanyaan manapun,0,0,0,0,mantap sekali ramah semua orang orang nya plus baik hati,0,Tidak relevan dengan UMUX-Lite,0.256,0.581,0.163,-0.2023,negative,3.39,moderate,False
5.0,Mochyudo sri roso,2026-03-05 01:45:05,sudah bagus,0.0,Tidak relevan dengan pertanyaan manapun,0,0,0,0,bagus,0,Tidak relevan dengan UMUX-Lite,0.0,0.098,0.902,0.8481,positive,6.54,high,False
4.0,Iksanul Aulia,2026-03-05 01:44:51,Kenapa tidak bisa menekan tombol login pada versi kali ini?,0.0,Relevan dengan P1 (mudah digunakan),1,1,0,2,tidak bisa tekan tombol login versi kali,2,Ease of Use,0.0,0.455,0.545,0.5574,positive,5.67,high,True
5.0,Muhammad Taufik,2026-03-05 01:34:42,"proses cepat,pelayanan super",0.0,Relevan dengan P1 dan P3,3,1,1,3,proses cepat layan super,3,Usefulness + Ease of Use,0.0,0.0,1.0,0.5267,positive,5.58,high,True
5.0,Nurse Aksan,2026-03-05 01:24:14,aplikasi yg sangat membantu,0.0,Relevan dengan P3 (memenuhi kebutuhan),2,0,1,1,aplikasi yg sangat bantu,1,Usefulness,0.268,0.429,0.304,0.4588,positive,5.38,high,True
5.0,Monika Kika14,2026-03-05 01:22:17,bagus,0.0,Tidak relevan dengan pertanyaan manapun,0,0,0,0,bagus,0,Tidak relevan dengan UMUX-Lite,0.0,0.217,0.783,0.5574,positive,5.67,high,False
5.0,Keu_Eka Ratna P,2026-03-05 01:20:15,"Kenapa ya setiap mau log in ke akun selalu gak bisa ada notifikasi tidak da jaringan, padahal internet lancar jaya di apliksi lain... Tokong di perbaiki ya",0.0,Relevan dengan P1 (mudah digunakan),1,1,0,2,tiap mau log in akun selalu tidak bisa notifikasi tidak da jaring padahal internet lancar jaya apliksi tokong baik,2,Ease of Use,0.0,0.0,0.0,0.0,neutral,4.0,moderate,True
5.0,Alam Syah,2026-03-05 00:50:39,cukup membantu,0.0,Relevan dengan P3 (memenuhi kebutuhan),2,0,1,1,cukup bantu,1,Usefulness,0.0,0.213,0.787,0.7506,positive,6.25,high,True
5.0,Yuna Yesgot,2026-03-05 00:32:39,ok,0.0,Tidak relevan dengan pertanyaan manapun,0,0,0,0,,0,Tidak relevan dengan UMUX-Lite,0.0,0.0,1.0,0.5267,positive,5.58,high,False
5.0,Pitta rugun TT Siahaan,2026-03-05 00:26:04,sangat mempermudah saya melakukan klaim JHT.,0.0,Relevan dengan P3 (memenuhi kebutuhan),2,0,1,1,sangat mudah laku klaim jht,2,Ease of Use,0.0,0.0,1.0,0.5859,positive,5.76,high,True
5.0,Ismi Apriliani,2026-03-05 00:15:16,bagus,0.0,Tidak relevan dengan pertanyaan manapun,0,0,0,0,bagus,0,Tidak relevan dengan UMUX-Lite,0.0,0.722,0.278,0.1779,positive,4.53,moderate,False
5.0,Kevin,2026-03-04 23:59:51,mantap,0.0,Tidak relevan dengan pertanyaan manapun,0,0,0,0,mantap,0,Tidak relevan dengan UMUX-Lite,0.0,0.319,0.681,0.7506,positive,6.25,high,False
5.0,Alif Permadani,2026-03-04 23:50:15,sangat mendukung untuk memantau penyetoran setiap BPJS Ketenaga kerjaan.mantapppp🔥,0.0,Relevan dengan P3 (memenuhi kebutuhan),2,0,1,1,sangat dukung pantau setor tiap bpjs tenaga kerja mantapppp,1,Usefulness,0.0,1.0,0.0,0.0,neutral,4.0,moderate,True
5.0,Saipul Bahri,2026-03-04 23:37:16,sangat membantu pokonya oke lah,0.0,Relevan dengan P3 (memenuhi kebutuhan),2,0,1,1,sangat bantu poko oke lah,1,Usefulness,0.0,0.0,1.0,0.5859,positive,5.76,high,True
5.0,Dhi Horizon,2026-03-04 23:32:04,boleh lah,0.0,Tidak relevan dengan pertanyaan manapun,0,0,0,0,lah,0,Tidak relevan dengan UMUX-Lite,0.0,0.385,0.615,0.4939,positive,5.48,high,False
5.0,Muhammad Ali,2026-03-04 23:10:26,mantap,0.0,Tidak relevan dengan pertanyaan manapun,0,0,0,0,mantap,0,Tidak relevan dengan UMUX-Lite,0.0,0.357,0.643,0.5574,positive,5.67,high,False
5.0,Andika Putra,2026-03-04 23:01:47,sangat berguna sekali,0.0,Relevan dengan P3 (memenuhi kebutuhan),2,0,1,1,sangat guna sekali,1,Usefulness,0.0,0.0,1.0,0.5423,positive,5.63,high,True
5.0,Kang Yadi,2026-03-04 22:11:15,sangat membantu bagi karyawan.,0.0,Relevan dengan P3 (memenuhi kebutuhan),2,0,1,1,sangat bantu karyawan,1,Usefulness,0.302,0.302,0.397,0.4939,positive,5.48,high,True
3.0,Dedi Sudiana,2026-03-04 21:46:49,keren,0.0,Tidak relevan dengan pertanyaan manapun,0,0,0,0,keren,0,Tidak relevan dengan UMUX-Lite,0.0,0.227,0.773,0.5267,positive,5.58,high,False
5.0,Pengguna Google,2026-03-04 21:32:12,Kenapa aplikasinya nih gak bisa di gunakan tolong dong di perbaiki Mengingat ada kesalahan harus di perbaiki bukan di diemin aja,0.0,Relevan dengan P1 (mudah digunakan),1,1,0,2,aplikasi nih tidak bisa guna dong baik ingat salah baik bukan diemin aja,2,Ease of Use,0.0,1.0,0.0,0.0,neutral,4.0,moderate,True
5.0,Fiyan Supiyandi,2026-03-04 21:24:28,bagus banget,0.0,Tidak relevan dengan pertanyaan manapun,0,0,0,0,bagus banget,0,Tidak relevan dengan UMUX-Lite,0.0,0.0,1.0,0.4588,positive,5.38,high,False
5.0,Feri Susanto,2026-03-04 21:09:07,bgus,0.0,Tidak relevan dengan pertanyaan manapun,0,0,0,0,bgus,0,Tidak relevan dengan UMUX-Lite,0.0,0.23,0.77,0.6908,positive,6.07,high,False
3.0,Yoga Jatimalang,2026-03-04 20:17:18,baik,0.0,Tidak relevan dengan pertanyaan manapun,0,0,0,0,baik,0,Tidak relevan dengan UMUX-Lite,0.0,1.0,0.0,0.0,neutral,4.0,moderate,False
5.0,Thom Mas,2026-03-04 19:53:26,JMO KEREN BISA CEK JHT DAN LAIN LAIN,0.0,Relevan dengan P3 (memenuhi kebutuhan),2,0,1,1,jmo keren bisa cek jht,1,Usefulness,0.0,0.357,0.643,0.5574,positive,5.67,high,True
5.0,TRI MULYONO ARIFIN RAJA,2026-03-04 17:52:23,ASSALAMUALAIKUM,0.0,Tidak relevan dengan pertanyaan manapun,0,0,0,0,assalamualaikum,0,Tidak relevan dengan UMUX-Lite,0.0,0.0,0.0,0.0,neutral,4.0,moderate,False
5.0,Hasan Amirul mukmin,2026-03-04 17:50:32,seneng terbantu dengan adanya jmo,0.0,Relevan dengan P3 (memenuhi kebutuhan),2,0,1,1,neng bantu jmo,1,Usefulness,0.0,1.0,0.0,0.0,neutral,4.0,moderate,True
5.0,dimas ardianto,2026-03-04 17:42:24,ok,0.0,Tidak relevan dengan pertanyaan manapun,0,0,0,0,,0,Tidak relevan dengan UMUX-Lite,0.0,0.0,1.0,0.5859,positive,5.76,high,False
5.0,Kang Shaliem,2026-03-04 17:37:07,sangat membntu.....👍👍👍👍,0.0,Relevan dengan P3 (memenuhi kebutuhan),2,0,1,1,sangat membntu,1,Usefulness,0.0,0.0,1.0,0.5859,positive,5.76,high,True
5.0,Ade Saepudin,2026-03-04 17:17:01,mantap,0.0,Tidak relevan dengan pertanyaan manapun,0,0,0,0,mantap,0,Tidak relevan dengan UMUX-Lite,0.0,0.0,1.0,0.5859,positive,5.76,high,False
5.0,Kijangalas,2026-03-04 17:15:19,mantap,0.0,Tidak relevan dengan pertanyaan manapun,0,0,0,0,mantap,0,Tidak relevan dengan UMUX-Lite,0.0,0.484,0.516,0.9337,positive,6.8,high,False
5.0,Samuel Eko,2026-03-04 16:57:19,Mantab,0.0,Tidak relevan dengan pertanyaan manapun,0,0,0,0,mantap,0,Tidak relevan dengan UMUX-Lite,0.0,0.0,1.0,0.4588,positive,5.38,high,False
5.0,Riadi Kuwon,2026-03-04 16:34:31,"JMO aplikasi yang mudah untuk melihat kondisi program BPJS ketenagakerjaan dalam berbagai sektor, sehingga bisa mengetahui informasi dengan cepat dari BPJS nya dan juga bisa mengambil untuk masa depan sebagai jaminan bagi mereka yang punya memiliki haknya.",0.0,Relevan dengan P1 (mudah digunakan),1,1,0,2,jmo aplikasi mudah lihat kondisi program bpjs ketenagakerjaan bagai sektor bisa tahu informasi cepat bpjs nya bisa ambil masa depan bagai jamin punya milik hak,2,Ease of Use,0.294,0.449,0.257,-0.2263,negative,3.32,moderate,True
5.0,Ari Suprapto,2026-03-04 16:15:31,baik,0.0,Tidak relevan dengan pertanyaan manapun,0,0,0,0,baik,0,Tidak relevan dengan UMUX-Lite,0.0,0.0,0.0,0.0,neutral,4.0,moderate,False
1.0,Ada Apa,2026-03-04 16:10:42,"proses layanan dengan wa resmi sangat tidak berguna, dalam antrian agent tapi tidak pernah terhubung, Apakah memang betul bekerja agent nya",0.0,Relevan dengan P1 dan P3,3,1,1,3,proses layan wa resmi sangat tidak guna antri agent tidak pernah hubung memang betul kerja agent nya,3,Usefulness + Ease of Use,0.0,0.0,1.0,0.5267,positive,5.58,high,True
4.0,Sipur 06,2026-03-04 16:04:40,👍🏻👍🏻👍🏻,0.0,Tidak relevan dengan pertanyaan manapun,0,0,0,0,,0,Tidak relevan dengan UMUX-Lite,0.0,0.455,0.545,0.802,positive,6.41,high,False
5.0,David Hariyanto,2026-03-04 15:30:11,bagus,0.0,Tidak relevan dengan pertanyaan manapun,0,0,0,0,bagus,0,Tidak relevan dengan UMUX-Lite,0.0,0.0,1.0,0.5267,positive,5.58,high,False
5.0,Supri Yadi,2026-03-04 15:26:20,sangat bagus semoga kedepannya slalu di mudah kan dalam segala hal,0.0,Relevan dengan P3 (memenuhi kebutuhan),2,0,1,1,sangat bagus moga depan slalu mudah kan segala,1,Usefulness,0.208,0.66,0.132,-0.2023,negative,3.39,moderate,True
5.0,ucok limbong,2026-03-04 15:06:19,bagus,0.0,Tidak relevan dengan pertanyaan manapun,0,0,0,0,bagus,0,Tidak relevan dengan UMUX-Lite,0.2,0.545,0.255,-0.1027,negative,3.69,moderate,False
3.0,USMAN KARVI CHANEL,2026-03-04 14:56:27,kenapa setiap di buka aplikasi ya sebulan sekali..selalu minta di perbarui terus ya?...,0.0,Relevan dengan P1 (mudah digunakan),1,1,0,2,tiap buka aplikasi bulan sekali selalu minta baru terus,1,Usefulness,0.721,0.116,0.163,-0.7003,negative,1.9,low,True
2.0,Asep Mustofa,2026-03-04 14:51:16,kadang bisa masuk dan kadang tidak bisa masuk ke aplikasi nya,0.0,Relevan dengan P1 (mudah digunakan),1,1,0,2,kadang bisa masuk kadang tidak bisa masuk aplikasi nya,2,Ease of Use,0.344,0.156,0.5,0.25,positive,4.75,moderate,True
2.0,Su Pardi,2026-03-04 14:35:57,eror gak bisa login,0.0,Relevan dengan P1 (mudah digunakan),1,1,0,2,error tidak bisa login,2,Ease of Use,0.0,0.0,0.0,0.0,neutral,4.0,moderate,True
2.0,Said Aldi,2026-03-04 14:17:59,tidak bisa gunakan,0.0,Relevan dengan P1 (mudah digunakan),1,1,0,2,tidak bisa guna,0,Tidak relevan dengan UMUX-Lite,0.0,0.0,1.0,0.5267,positive,5.58,high,False
5.0,Raden Asep,2026-03-04 14:12:49,ok,0.0,Tidak relevan dengan pertanyaan manapun,0,0,0,0,,0,Tidak relevan dengan UMUX-Lite,0.0,0.0,1.0,0.4588,positive,5.38,high,False
5.0,Ridwan Ridwan,2026-03-04 14:07:51,bagus,0.0,Tidak relevan dengan pertanyaan manapun,0,0,0,0,bagus,0,Tidak relevan dengan UMUX-Lite,0.0,1.0,0.0,0.0,neutral,4.0,moderate,False
5.0,Rahmad Bolang,2026-03-04 13:54:23,baik,0.0,Tidak relevan dengan pertanyaan manapun,0,0,0,0,baik,0,Tidak relevan dengan UMUX-Lite,0.0,0.0,1.0,0.5267,positive,5.58,high,False
5.0,Asman zoom Asman zoom,2026-03-04 13:40:19,mantapp,0.0,Tidak relevan dengan pertanyaan manapun,0,0,0,0,mantapp,0,Tidak relevan dengan UMUX-Lite,0.0,1.0,0.0,0.0,neutral,4.0,moderate,False
5.0,om ezawa 13,2026-03-04 13:22:39,bagus,0.0,Tidak relevan dengan pertanyaan manapun,0,0,0,0,bagus,0,Tidak relevan dengan UMUX-Lite,0.0,0.0,1.0,0.5859,positive,5.76,high,False
5.0,Rifai,2026-03-04 13:19:56,sangat memuaskan,0.0,Relevan dengan P3 (memenuhi kebutuhan),2,0,1,1,sangat muas,1,Usefulness,0.0,0.256,0.744,0.4404,positive,5.32,high,True
5.0,Vivo V15,2026-03-04 13:07:36,mantap,0.0,Tidak relevan dengan pertanyaan manapun,0,0,0,0,mantap,0,Tidak relevan dengan UMUX-Lite,0.0,0.0,1.0,0.5423,positive,5.63,high,False
5.0,Yoel YCG bogor,2026-03-04 12:59:46,good aplikasi,0.0,Tidak relevan dengan pertanyaan manapun,0,0,0,0,good aplikasi,0,Tidak relevan dengan UMUX-Lite,0.0,0.217,0.783,0.5574,positive,5.67,high,False
5.0,Ammar Amai,2026-03-04 12:51:53,keren,0.0,Tidak relevan dengan pertanyaan manapun,0,0,0,0,keren,0,Tidak relevan dengan UMUX-Lite,0.0,0.294,0.706,0.802,positive,6.41,high,False
5.0,Sabdar Sanur,2026-03-04 12:50:31,sangat membantu,0.0,Relevan dengan P3 (memenuhi kebutuhan),2,0,1,1,sangat bantu,1,Usefulness,0.0,0.217,0.783,0.5574,positive,5.67,high,True
5.0,Zaki Maulana,2026-03-04 12:49:33,aplikasi nya bagus dan mudah di mengerti,0.0,Relevan dengan P1 dan P3,3,1,1,3,aplikasi nya bagus mudah erti,3,Usefulness + Ease of Use,0.0,0.0,1.0,0.4404,positive,5.32,high,True
5.0,Zhendy Mamonto,2026-03-04 12:41:03,cukup membantu,0.0,Relevan dengan P3 (memenuhi kebutuhan),2,0,1,1,cukup bantu,1,Usefulness,0.0,1.0,0.0,0.0,neutral,4.0,moderate,True
5.0,Pardamean Buaton,2026-03-04 12:33:21,good,0.0,Tidak relevan dengan pertanyaan manapun,0,0,0,0,good,0,Tidak relevan dengan UMUX-Lite,0.0,0.0,1.0,0.5859,positive,5.76,high,False
5.0,Udi Akbar,2026-03-04 12:32:06,bagusssss,0.0,Tidak relevan dengan pertanyaan manapun,0,0,0,0,bagusssss,0,Tidak relevan dengan UMUX-Lite,0.0,0.37,0.63,0.5267,positive,5.58,high,False
5.0,rully yuda,2026-03-04 12:30:33,mantap,0.0,Tidak relevan dengan pertanyaan manapun,0,0,0,0,mantap,0,Tidak relevan dengan UMUX-Lite,0.0,1.0,0.0,0.0,neutral,4.0,moderate,False
5.0,Bryan Aldo Kuron,2026-03-04 12:25:59,Program yang sangat bagus 👍,0.0,Relevan dengan P3 (memenuhi kebutuhan),2,0,1,1,program sangat bagus,1,Usefulness,0.0,1.0,0.0,0.0,neutral,4.0,moderate,True
5.0,Ikram Iki,2026-03-04 12:22:25,erorrrrr,0.0,Tidak relevan dengan pertanyaan manapun,0,0,0,0,erorrrrr,0,Tidak relevan dengan UMUX-Lite,0.0,0.25,0.75,0.4588,positive,5.38,high,False
5.0,Nur Ashyifah,2026-03-04 12:17:13,kami sangat berterimah kasih 👍👍👍🙏🙏🙏,0.0,Tidak relevan dengan pertanyaan manapun,0,0,0,0,sangat berterimah kasih,0,Tidak relevan dengan UMUX-Lite,0.0,0.364,0.636,0.5423,positive,5.63,high,False
5.0,yeni handayani,2026-03-04 12:09:05,cukup baik,0.0,Relevan dengan P3 (memenuhi kebutuhan),2,0,1,1,cukup baik,0,Tidak relevan dengan UMUX-Lite,0.176,0.824,0.0,-0.4588,negative,2.62,low,False
5.0,Rahma Official,2026-03-04 11:54:16,sangat bermanfaat JMO,0.0,Relevan dengan P3 (memenuhi kebutuhan),2,0,1,1,sangat manfaat jmo,1,Usefulness,0.256,0.581,0.163,-0.2023,negative,3.39,moderate,True
1.0,Muhamad Hanif,2026-03-04 11:47:05,"gmail bener, paspor bener, 3 x coba langsung harus ke kantor terdekat.... kok aneh yah....asa aya lieuran..",0.0,Relevan dengan P1 dan P3,3,1,1,3,gmail bener paspor bener x coba langsung kantor dekat kok aneh yah asa aya lieuran,3,Usefulness + Ease of Use,0.0,0.217,0.783,0.5574,positive,5.67,high,True
4.0,Endang Kusmiati,2026-03-04 11:45:21,punya saya tidak bisa di buka selalu tutup aplikasi😣,0.0,Relevan dengan P1 (mudah digunakan),1,1,0,2,punya tidak bisa buka selalu tutup aplikasi,2,Ease of Use,0.0,0.272,0.728,0.9246,positive,6.77,high,True
5.0,Sri rezeki Wulandari,2026-03-04 11:34:45,sangat membantu,0.0,Relevan dengan P3 (memenuhi kebutuhan),2,0,1,1,sangat bantu,1,Usefulness,0.213,0.645,0.142,-0.5719,negative,2.28,low,True
5.0,Farid Krismono,2026-03-04 11:31:47,Alhamdulillah cair .mantap min thanks lapak asik 😍😍😍😍next ketemu lagi ya,0.0,Relevan dengan P3 (memenuhi kebutuhan),2,0,1,1,alhamdulillah cair mantap min thanks lapak asik next ketemu,1,Usefulness,0.0,0.0,0.0,0.0,neutral,4.0,moderate,True
2.0,Hendy Jivhernan,2026-03-04 11:18:58,"mungkin cuma support di hp hp bagus aja kali, di hp sya gak bisa dibuka ini aplikasi kta nya karena ada bug nya, menurut hp sya. tapi entah apa aplikasi ny apa mungkin hp saya nya, karena di hp temen saya juga menginstal apk yg sama tapi dia bisa2 aja gk ada kendala sperti sya",0.0,Relevan dengan P1 (mudah digunakan),1,1,0,2,mungkin cuma support hp hp bagus aja kali hp sya tidak bisa buka aplikasi kta nya bug nya turut hp sya entah apa aplikasi ny apa mungkin hp nya hp temen menginstal aplikasi yg sama bisa aja tidak kendala sperti sya,2,Ease of Use,0.0,0.208,0.792,0.5859,positive,5.76,high,True
5.0,fandi akhmad,2026-03-04 11:03:27,ok,0.0,Tidak relevan dengan pertanyaan manapun,0,0,0,0,,0,Tidak relevan dengan UMUX-Lite,0.0,0.37,0.63,0.5267,positive,5.58,high,False
5.0,Septiningtyas Fera Siskayanti,2026-03-04 10:48:55,mudah mengggunakannya,0.0,Relevan dengan P1 (mudah digunakan),1,1,0,2,mudah mengggunakannya,2,Ease of Use,0.321,0.458,0.221,-0.3182,negative,3.05,moderate,True
3.0,Bagus Sunyoto,2026-03-04 10:39:24,sdah bagus kak,0.0,Tidak relevan dengan pertanyaan manapun,0,0,0,0,sdah bagus kak,0,Tidak relevan dengan UMUX-Lite,0.333,0.455,0.212,-0.2023,negative,3.39,moderate,False
2.0,Julio Erfan,2026-03-04 10:27:53,tiap kali buka update terus tapi menu menu sama kayak sebelumnya,0.0,Relevan dengan P1 (mudah digunakan),1,1,0,2,tiap kali buka update terus menu menu sama kayak belum,2,Ease of Use,0.0,0.0,1.0,0.8074,positive,6.42,high,True
1.0,Yodi Molyadi,2026-03-04 10:18:40,najis apk ga bisa di buka,0.0,Relevan dengan P1 (mudah digunakan),1,1,0,2,najis aplikasi tidak bisa buka,2,Ease of Use,0.256,0.581,0.163,-0.2023,negative,3.39,moderate,True
5.0,Mhmd Nishar,2026-03-04 10:12:16,mudah dan cepat,0.0,Relevan dengan P1 (mudah digunakan),1,1,0,2,mudah cepat,3,Usefulness + Ease of Use,0.0,0.0,1.0,0.4404,positive,5.32,high,True
5.0,Hekel vindonta Surbakti,2026-03-04 10:01:14,"kenapa pas buka aplikasi JMO, aplikasi terus berhenti.",0.0,Relevan dengan P1 (mudah digunakan),1,1,0,2,pas buka aplikasi jmo aplikasi terus henti,2,Ease of Use,0.0,0.0,1.0,0.5267,positive,5.58,high,True
